,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
0,3tWiIOPBJjgjA6PpozJqNO,0.6803699897225077,0.9609586982068331,1.0,0.8474449617750186,0.0,0.1418143899895725,0.04829317269076305,0.8676028084252758,0.16512820512820514,0.6207605344295991,0.6858435629829174,0
1,7bzwzfwjaYaHzQeaV1Q2rs,0.8304213771839671,0.6806621725123009,0.4545454545454546,0.7908643252668084,0.0,0.04817518248175182,0.04447791164658635,0.9167502507522568,0.36102564102564105,0.6896197327852004,0.5245672898553062,0
2,5b8yttQjXgh03MjFQDxO1c,0.8705035971223021,0.5004715488515301,0.8181818181818182,0.7791190051924661,0.0,0.1178310740354536,0.020080321285140562,0.633901705115346,0.1517948717948718,0.65775950668037,0.5248778087848628,0
3,3ZzhV6JIDKWvWR7wiKWD0C,0.5313463514902363,0.737722536671545,0.5454545454545454,0.8173631469027227,0.0,0.036704900938477586,0.43574297188755023,0.6860581745235708,0.4020512820512821,0.5734840698869477,0.32189118126240057,0
4,75Dd3dTvfYal9CsMqmB9o9,0.6289825282631037,0.5204927292582824,0.5454545454545454,0.8215592726715334,0.0,0.031908237747653806,0.17168674698795183,0.4934804413239719,0.16102564102564104,0.5673175745118192,0.3167373735744358,0
5,5uV9KHizyclpcpsZNvgmrE,0.8530318602261048,0.5895658016615778,0.6363636363636364,0.8343775746776264,0.0,0.08415015641293014,0.0460843373493976,0.5626880641925778,0.2748717948717949,0.5087358684480987,0.5497919119900634,0
6,3KT55R6l6uDCsMxPlm1SVo,0.8458376156217883,0.6065838050073173,0.8181818181818182,0.8280163246536759,0.0,0.08540145985401461,0.05552208835341366,0.6148445336008024,0.3107692307692308,0.527235354573484,0.5496023744616327,0
7,1Vw4Q47ESKfejfwTwqgdvf,0.5529290853031861,0.6916738217360145,0.9090909090909092,0.756318139142764,0.0,0.043274244004171014,0.2429718875502008,0.8615847542627884,0.08923076923076924,0.6752312435765674,0.6933645734195796,0
8,6IcvrVg1YFoLGH6mcuZtZL,0.8376156217882836,0.7457310088342458,0.9090909090909092,0.8157345136134583,0.0,0.06798748696558915,0.7449799196787149,0.9157472417251755,0.11692307692307695,0.9969167523124357,0.4355814366138112,0
9,4s3SVrMQIwS9m0CtTtz6zC,0.6813977389516959,0.5405139096650348,0.7272727272727273,0.7020367496311624,0.0,0.057038581856100105,0.31927710843373497,0.8836509528585758,0.16923076923076927,0.9403905447070915,0.3712798219153775,0
